Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;Precipitation__2
30201.0;5.6;32.2;22.0;8.0;1.8;26.16;88.0;0.933333;23.0
30202.0;0.3;31.9;22.4;8.0;1.6;26.32;83.75;1.4;12.3
30203.0;0.0;30.9;22.4;6.7;2.9;26.34;85.25;1.133333;5.6
30204.0;4.8;31.7;20.5;7.0;1.1;25.76;78.25;1.366667;0.3
30205.0;0.0;31.6;21.0;7.7;3.2;26.28;77.0;2.666667;0.0
30206.0;0.0;32.0;21.4;5.7;2.6;26.36;79.5;1.8;4.8
30207.0;0.0;31.6;21.2;6.3;2.3;25.84;84.25;0.966667;0.0
30208.0;0.0;31.7;21.7;5.1;2.5;26.32;81.0;0.0;0.0
30209.0;6.9;32.3;21.9;3.8;1.8;25.36;89.5;0.966667;0.0
30210.0;29.4;32.4;22.1;5.4;1.4;26.8;81.25;0.0;0.0
30211.0;12.5;32.1;21.2;7.1;1.5;25.92;82.25;1.033333;6.9
30212.0;1.2;31.8;20.8;6.9;2.6;25.92;82.5;1.6;29.4
30213.0;7.0;32.2;21.0;6.5;2.0;26.44;77.25;2.733333;12.5
30214.0;0.0;31.0;21.2;2.4;2.5;25.76;;1.266667;1.2
30215.0;0.0;32.3;22.4;3.9;2.3;26.16;87.5;1.3;7.0
30216.0;9.5;32.4;21.5;6.2;1.9;25.9;86.25;0.833333;0.0
30217.0;15.2;31.0;21.8;6.6;2.5;25.68;;0.4;0.0
30218.0;4.5;31.8;21.7;4.3;2.2;25.66;88.75;0.0;9.5
30219.0;2.6;31.0;21.0;6.0;2.1;25.44;87.5;0.833333;15.2
30220.0;3.8;31.6;20.8;3.9;1.4;25.84;82.5;1.6;4.5
30221.0;1.8;31.8;20.4;5.3;1.6;25.28;86.5;1.333333;2.6
30222.0;0.2;32.6;22.0;6.5;1.8;26.64;75.0;1.133333;3.8
30223.0;0.0;32.3;20.2;5.7;3.8;26.02;77.75;2.0;1.8
30224.0;0.0;32.4;20.1;6.3;1.7;25.58;81.5;0.933333;0.2
30225.0;4.2;31.4;20.4;6.6;2.6;25.6;83.0;0.666667;0.0
30226.0;0.0;31.0;21.0;5.2;2.6;25.64;82.0;1.666667;0.0
30227.0;7.6;31.4;21.2;4.1;1.8;25.88;84.75;1.433333;4.2
30228.0;0.6;31.4;21.2;6.6;2.0;26.2;82.5;2.633333;0.0
30229.0;0.0;31.8;21.6;5.4;2.4;26.16;82.5;1.533333;7.6
30230.0;0.0;31.4;20.6;4.9;2.2;26.0;81.5;2.3;0.6
30231.0;0.0;32.6;20.6;7.6;2.3;25.72;82.25;1.866667;0.0
30232.0;6.8;32.2;20.8;6.8;2.6;26.32;80.5;1.9;0.0
30233.0;0.0;32.0;22.0;4.6;1.6;26.48;82.75;0.866667;0.0
30234.0;0.0;32.0;21.2;5.7;2.0;25.76;88.0;2.366667;6.8
30235.0;4.3;31.4;20.2;5.8;2.0;25.56;88.75;1.0;0.0
30236.0;0.0;32.2;20.4;8.5;2.0;26.36;;2.166667;0.0
30237.0;0.0;32.2;20.4;6.0;2.5;26.04;85.25;1.766667;4.3
30238.0;0.2;32.2;21.6;7.5;2.0;26.4;85.75;2.2;0.0
30239.0;11.4;32.6;22.0;8.8;2.1;26.72;79.75;2.666667;0.0
30240.0;0.0;32.2;21.2;5.4;2.4;25.76;88.25;0.533333;0.2
30241.0;1.5;31.4;21.6;5.2;1.9;25.36;90.0;2.3;11.4
30242.0;16.4;31.8;21.2;7.3;1.3;25.56;90.5;0.7;0.0
30243.0;0.4;31.6;21.6;7.0;2.0;25.76;86.0;2.066667;1.5
30244.0;10.2;32.0;21.4;7.0;0.8;26.28;86.5;1.9;16.4
30245.0;2.4;32.4;21.6;8.3;2.1;26.72;77.75;1.533333;0.4
30246.0;0.0;31.6;21.2;5.7;3.2;26.12;79.5;2.033333;10.2
30247.0;0.0;32.0;20.4;7.8;2.7;26.16;79.0;2.466667;2.4
30248.0;0.0;32.0;20.4;6.5;2.0;25.72;84.0;1.633333;0.0
30249.0;2.4;31.6;21.6;5.4;2.3;26.32;83.75;1.533333;0.0
30250.0;0.0;31.8;21.0;5.9;2.0;26.12;83.25;1.066667;0.0
30251.0;1.4;31.9;22.0;4.8;2.4;26.58;85.75;2.4;2.4
30252.0;0.0;32.4;22.4;8.0;2.3;26.92;83.0;1.733333;0.0
30253.0;0.0;32.6;22.0;9.4;2.5;26.44;84.25;1.0;1.4
30254.0;0.0;32.8;22.0;9.5;2.6;26.88;80.25;2.366667;0.0
30255.0;0.0;33.0;22.8;7.6;3.3;27.16;78.5;2.2;0.0
30256.0;0.0;32.4;20.2;7.5;2.7;26.56;73.5;2.866667;0.0
30257.0;0.0;32.6;21.2;8.3;3.7;26.52;78.5;1.833333;0.0
30258.0;0.0;32.2;21.8;7.3;3.1;26.28;86.25;1.7;0.0
30259.0;5.2;32.4;22.2;3.4;2.0;26.92;80.0;2.666667;0.0
30260.0;0.6;32.0;22.6;4.4;2.4;26.32;92.25;0.466667;0.0
30261.0;9.2;31.2;23.0;5.4;1.8;26.68;86.0;1.633333;5.2
30262.0;3.8;30.8;22.0;3.4;1.5;25.96;89.75;0.666667;0.6
30263.0;1.4;31.4;21.8;4.6;1.4;26.4;83.0;2.0;9.2
30264.0;2.6;31.8;22.2;8.1;2.0;26.26;87.5;1.866667;3.8
30265.0;2.6;31.8;22.0;5.9;1.9;25.96;87.75;0.833333;1.4
30266.0;13.0;33.2;21.6;8.1;1.8;26.84;79.75;2.366667;2.6
30267.0;0.0;33.2;21.8;7.5;3.2;26.36;80.5;2.366667;2.6
30268.0;19.4;33.6;21.0;7.2;2.5;26.52;83.0;1.9;13.0
30269.0;0.0;33.0;21.6;9.2;2.8;26.08;85.25;1.9;0.0
30270.0;1.8;31.8;21.8;6.2;2.6;26.08;87.75;1.533333;19.4
30271.0;1.2;33.2;22.0;8.3;1.8;26.8;78.0;1.966667;0.0
30272.0;0.0;33.6;21.4;8.6;1.8;26.8;76.25;2.933333;1.8
30273.0;0.0;32.6;21.0;8.8;3.4;26.72;78.75;2.533333;1.2
30274.0;0.0;32.2;22.2;6.9;2.8;26.48;83.25;2.066667;0.0
30275.0;0.2;33.2;21.2;8.1;2.3;26.92;76.5;1.766667;0.0
30276.0;0.0;33.6;21.6;6.7;3.2;27.16;79.75;2.466667;0.0
30277.0;0.0;33.6;21.8;8.7;2.9;27.0;76.25;2.166667;0.2
30278.0;0.0;32.0;21.0;4.3;3.5;26.16;85.75;2.066667;0.0
30279.0;4.6;32.4;21.8;4.0;2.1;26.92;81.25;1.7;0.0
30280.0;0.0;32.0;21.4;6.6;2.5;26.62;89.75;1.9;0.0
30281.0;0.6;32.6;22.2;7.6;2.0;26.7;86.75;0.833333;4.6
30282.0;6.2;32.8;22.0;6.3;2.4;26.12;83.0;1.8;0.0
30283.0;0.0;32.4;21.2;5.2;2.0;26.32;82.25;1.766667;0.6
30284.0;0.0;33.0;22.0;6.6;2.7;26.88;81.5;0.833333;6.2
30285.0;9.4;32.0;22.4;7.0;2.3;26.3;84.5;1.966667;0.0
30286.0;0.0;32.2;22.0;8.0;2.3;26.68;79.25;1.933333;0.0
30287.0;0.0;32.8;20.8;8.8;2.5;26.54;81.75;2.766667;9.4
30288.0;0.0;33.2;22.0;9.2;2.7;27.16;81.5;3.033333;0.0
30289.0;0.0;33.6;22.6;6.5;1.9;26.68;83.0;2.733333;0.0
30290.0;1.6;33.0;22.0;6.9;2.4;27.28;77.25;2.066667;0.0
30291.0;0.0;33.4;21.6;7.4;3.2;26.76;83.25;1.6;0.0
30292.0;1.0;33.0;21.8;6.7;2.8;26.76;83.25;1.966667;1.6
30293.0;2.2;32.4;21.0;7.1;2.5;26.52;82.25;2.166667;0.0
30294.0;2.8;32.2;22.0;6.3;2.2;26.56;88.0;1.8;1.0
30295.0;13.6;31.8;22.2;3.0;2.0;26.8;82.5;0.833333;2.2
30296.0;2.8;31.8;22.0;4.7;2.2;25.84;89.25;0.833333;2.8
30297.0;5.8;31.2;21.8;5.1;1.6;25.84;87.75;0.0;13.6
30298.0;3.8;32.4;21.8;6.8;1.9;26.88;84.0;2.5;2.8
30299.0;3.8;33.2;22.0;6.4;2.2;27.24;77.75;2.533333;5.8
30300.0;0.0;33.0;22.2;6.4;2.9;27.08;80.75;1.4;3.8
30301.0;0.0;33.4;21.8;5.9;2.9;27.4;78.25;1.866667;3.8
30302.0;0.0;33.4;21.8;8.0;2.5;27.08;81.0;2.466667;0.0
30303.0;0.0;33.2;22.2;8.0;3.4;27.04;83.75;2.5;0.0
30304.0;3.6;33.4;23.0;6.7;2.5;27.52;80.25;1.933333;0.0
30305.0;0.0;33.8;21.4;8.2;3.1;27.24;80.75;2.4;0.0
30306.0;0.0;32.4;21.6;5.4;2.0;26.88;83.75;3.033333;3.6
30307.0;7.4;32.4;22.6;7.5;2.0;27.28;81.75;2.166667;0.0
30308.0;0.2;33.0;22.4;6.9;2.7;27.24;84.5;2.0;0.0
30309.0;0.0;33.0;22.0;8.8;2.2;26.88;;2.8;7.4
30310.0;0.0;32.2;22.6;4.2;2.7;26.44;93.25;0.766667;0.2
30311.0;17.2;30.0;21.6;1.0;1.4;24.64;94.75;0.0;0.0
30312.0;39.8;31.8;;4.2;0.4;;92.0;1.933333;0.0
30313.0;0.0;32.4;;7.0;1.4;;87.5;0.533333;17.2
30314.0;0.6;32.6;21.0;0.3;2.5;26.04;88.75;1.1;39.8
30315.0;9.0;30.2;23.8;0.0;1.3;25.72;97.0;0.0;0.0
30316.0;17.4;28.6;22.8;0.0;0.8;25.44;;0.533333;0.6
30317.0;0.0;30.6;22.6;2.1;1.1;26.52;;0.666667;9.0
30318.0;0.4;32.0;22.8;5.7;1.5;26.84;;1.066667;17.4
30319.0;2.8;32.4;22.0;8.5;1.9;26.92;;1.633333;0.0
30320.0;0.6;33.0;21.4;8.4;2.8;27.32;;2.0;0.4
30321.0;0.0;32.4;22.4;6.6;2.9;27.24;;2.066667;2.8
30322.0;0.0;32.8;22.0;7.5;1.5;27.44;;1.366667;0.6
30323.0;0.2;33.2;23.0;8.0;2.8;27.64;;2.333333;0.0
30324.0;0.4;32.6;22.8;6.8;3.2;27.0;;1.666667;0.0
30325.0;5.0;33.0;22.8;7.3;2.5;27.52;;2.433333;0.2
30326.0;0.0;32.6;22.6;6.6;2.8;27.44;;1.633333;0.4
30327.0;0.0;32.6;22.8;6.2;2.7;27.0;;2.733333;5.0
30328.0;0.0;32.4;21.2;5.7;2.6;26.56;;2.466667;0.0
30329.0;0.0;32.2;20.6;6.2;2.7;26.48;;2.066667;0.0
30330.0;0.0;32.0;21.4;4.8;2.2;25.92;;1.533333;0.0
30331.0;23.0;31.6;22.6;5.9;1.7;26.08;;1.2;0.0
30332.0;1.4;32.4;24.4;5.9;1.4;27.56;;1.966667;0.0
30333.0;7.8;34.4;23.0;8.4;1.8;27.96;;2.733333;23.0
30334.0;0.0;33.2;23.2;6.7;1.6;28.0;;2.166667;1.4
30335.0;0.0;32.6;23.0;4.7;2.8;26.32;;1.533333;7.8
30336.0;24.2;31.6;23.0;3.3;1.4;26.42;;1.066667;0.0
30337.0;4.0;31.8;22.6;2.7;0.7;26.48;;1.633333;0.0
30338.0;11.0;31.6;23.0;1.8;0.9;26.06;;1.2;24.2
30339.0;9.2;31.4;22.4;3.2;1.2;26.16;;0.666667;4.0
30340.0;44.6;31.8;23.2;1.7;0.8;26.32;;0.833333;11.0
30341.0;48.6;31.4;23.0;4.4;0.9;26.56;;0.533333;9.2
30342.0;16.4;32.0;23.4;4.9;1.1;27.12;;2.3;44.6
30343.0;5.8;32.0;22.8;4.9;1.7;25.84;;0.866667;48.6
30344.0;15.2;30.4;23.0;1.0;1.1;25.6;;0.0;16.4
30345.0;10.0;30.4;22.6;0.1;1.0;25.34;;1.9;5.8
30346.0;23.8;29.4;22.6;0.0;0.9;25.24;;1.0;15.2
30347.0;1.1;29.6;22.8;1.1;1.1;25.46;;0.666667;10.0
30348.0;2.0;30.2;23.0;0.3;0.9;26.16;;0.833333;23.8
30349.0;6.0;31.8;23.2;1.3;1.5;26.08;;0.0;1.1
30350.0;20.0;30.6;23.4;2.0;0.9;25.8;;0.0;2.0
30351.0;14.6;30.4;23.4;0.1;0.7;25.56;;0.533333;6.0
30352.0;3.6;31.0;22.8;3.8;1.0;26.34;;1.266667;20.0
30353.0;0.0;29.4;22.2;0.0;1.7;24.84;;0.0;14.6
30354.0;49.6;25.6;22.0;0.0;0.4;24.04;;0.0;3.6
30355.0;14.8;29.4;23.0;0.0;0.2;25.16;;0.0;0.0
30356.0;24.8;30.0;22.8;0.3;0.6;25.28;;0.933333;49.6
30357.0;0.0;31.2;21.4;4.7;1.6;25.4;;1.3;14.8
30358.0;6.4;30.4;22.2;3.6;1.4;25.52;;2.333333;24.8
30359.0;24.2;29.6;23.0;0.5;0.9;25.52;;1.1;0.0
30360.0;2.8;30.2;22.2;3.9;1.0;25.92;;0.833333;6.4
30361.0;20.4;30.6;23.0;4.2;0.7;26.0;;0.833333;24.2
30362.0;48.8;28.6;22.6;0.0;1.0;25.08;;1.466667;2.8
30363.0;6.2;31.6;22.4;1.5;0.8;24.92;;1.1;20.4
30364.0;6.4;29.4;22.0;0.7;1.3;25.0;;0.533333;48.8
30365.0;0.2;32.4;22.0;6.5;1.0;26.04;;1.833333;6.2
30366.0;6.8;30.0;22.8;2.4;2.0;25.84;;2.233333;6.4
30367.0;12.9;32.4;22.8;7.6;1.1;26.28;;0.666667;0.2
30368.0;3.8;32.8;22.4;6.4;2.0;26.48;;2.033333;6.8
30369.0;2.2;32.8;22.4;6.4;2.4;26.84;;2.2;12.9
30370.0;0.0;33.0;23.0;6.9;2.8;26.72;;1.8;3.8
30371.0;10.6;33.0;23.4;5.6;2.9;27.36;;0.866667;2.2
30372.0;10.2;33.0;22.0;5.7;2.2;27.2;;2.466667;0.0
30373.0;0.4;33.4;22.4;6.7;2.4;27.72;;3.466667;10.6
30374.0;0.0;33.8;23.0;5.7;3.1;27.6;;1.6;10.2
30375.0;0.6;32.0;22.0;4.3;2.8;25.84;;1.3;0.4
30376.0;47.2;33.0;22.0;4.4;1.5;26.92;;0.533333;0.0
30377.0;5.2;33.0;23.0;6.8;2.5;26.8;;0.533333;0.6
30378.0;3.2;32.8;23.2;6.7;1.6;27.6;;2.633333;47.2
30379.0;0.0;33.0;23.2;6.6;2.4;27.24;;1.866667;5.2
30380.0;1.6;32.0;23.4;7.3;2.0;26.6;;1.4;3.2
30381.0;15.8;31.2;23.2;1.7;1.8;25.6;;0.666667;0.0
30382.0;31.0;31.0;23.0;1.7;1.0;25.96;;1.0;1.6
30383.0;34.6;28.0;21.6;0.0;1.2;23.76;;0.0;15.8
30384.0;10.4;30.0;21.6;0.0;0.5;25.76;;0.533333;31.0
30385.0;0.2;32.2;23.0;1.8;1.3;25.68;;0.866667;34.6
30386.0;9.0;31.8;22.6;3.5;1.5;25.6;;0.533333;10.4
30387.0;5.8;27.2;23.0;5.4;1.2;;;2.55;0.2
30388.0;2.0;32.6;23.0;2.7;2.3;26.6;;0.533333;9.0
30389.0;8.8;32.0;23.2;5.2;1.7;26.4;;0.533333;5.8
30390.0;2.6;32.4;22.8;3.6;1.5;26.68;;1.366667;2.0
30391.0;16.4;31.6;23.0;4.7;1.2;26.52;;1.5;8.8
30392.0;0.8;32.8;23.0;5.6;1.3;27.24;;0.533333;2.6
30393.0;9.4;32.8;23.2;5.7;1.5;27.68;;1.966667;16.4
30394.0;8.2;32.6;23.4;3.9;2.0;27.12;;1.9;0.8
30395.0;6.8;33.0;23.6;6.6;1.1;27.32;;1.2;9.4
30396.0;0.0;32.4;23.6;0.6;2.4;26.54;;0.433333;8.2
30397.0;4.7;31.2;22.6;1.6;1.7;25.02;;1.2;6.8
30398.0;16.6;33.0;22.0;6.4;1.2;25.84;;1.766667;0.0
30399.0;3.2;30.0;23.0;0.7;1.8;25.28;;0.0;4.7
30400.0;21.0;29.0;22.6;0.0;0.6;25.32;;1.366667;16.6
30401.0;0.2;30.8;22.4;4.0;1.4;25.76;;1.4;3.2
30402.0;31.2;27.6;23.0;0.0;1.8;24.72;;1.2;21.0
30403.0;22.0;29.2;22.6;1.9;0.7;24.9;;1.2;0.2
30404.0;35.8;31.0;23.0;6.6;0.5;26.0;;1.533333;31.2
30405.0;30.2;30.8;23.0;2.7;0.7;25.52;;0.0;22.0
30406.0;7.6;31.8;23.0;6.0;0.8;26.48;;0.933333;35.8
30407.0;8.0;32.0;23.2;4.2;1.4;26.88;;1.6;30.2
30408.0;0.2;32.0;23.0;6.0;2.1;26.52;;1.766667;7.6
30409.0;6.8;32.2;23.2;6.6;1.8;27.08;;1.766667;8.0
30410.0;1.2;32.0;23.0;4.4;1.2;26.4;;1.333333;0.2
30411.0;3.4;31.0;23.2;3.8;1.4;25.84;;1.133333;6.8
30412.0;22.8;31.4;22.6;2.1;0.9;26.16;;0.533333;1.2
30413.0;9.6;32.8;22.4;6.1;1.0;25.96;;1.433333;3.4
30414.0;9.8;33.0;22.4;8.3;1.2;26.24;;2.1;22.8
30415.0;33.0;29.4;23.2;0.8;2.0;25.68;;2.766667;9.6
30416.0;1.4;31.2;23.0;1.3;1.3;25.52;;1.466667;9.8
30417.0;6.4;32.4;22.6;8.4;2.0;26.48;;2.066667;33.0
30418.0;7.8;30.0;23.2;1.8;2.0;25.56;;1.5;1.4
30419.0;0.0;31.4;22.2;7.1;1.6;26.0;;1.633333;6.4
30420.0;5.2;32.0;23.0;7.3;1.3;26.44;;1.866667;7.8
30421.0;0.3;33.4;22.8;8.6;1.8;26.24;;1.466667;0.0
30422.0;37.8;32.2;23.0;4.5;2.0;26.96;;1.366667;5.2
30423.0;4.2;32.6;23.8;6.2;1.7;27.2;;1.1;0.3
30424.0;35.2;32.6;23.4;7.6;1.3;26.6;;1.633333;37.8
30425.0;15.8;33.0;23.0;6.8;1.5;27.16;;2.066667;4.2
30426.0;0.4;32.8;23.6;6.5;1.6;27.14;;1.5;35.2
30427.0;10.2;32.6;24.0;6.9;1.9;26.92;;2.033333;15.8
30428.0;8.0;32.2;23.2;6.7;1.5;26.4;;1.066667;0.4
30429.0;6.0;32.8;23.0;7.8;1.6;26.84;;1.1;10.2
30430.0;1.2;32.2;23.0;6.7;2.0;26.8;;0.7;8.0
30431.0;4.2;32.4;23.4;4.9;1.4;26.28;;1.3;6.0
30432.0;16.6;32.6;22.4;9.8;1.2;26.48;;1.633333;1.2
30433.0;2.9;32.6;23.2;10.2;2.6;27.24;;2.1;4.2
30434.0;0.8;32.8;22.6;8.8;2.4;27.12;;1.4;16.6
30435.0;0.0;32.6;22.2;7.4;2.5;26.12;;1.666667;2.9
30436.0;15.8;33.0;22.8;9.7;1.9;27.12;;1.366667;0.8
30437.0;0.0;32.0;23.2;5.4;2.6;26.68;;2.766667;0.0
30438.0;15.6;32.8;23.0;7.0;1.2;26.48;;1.066667;15.8
30439.0;3.8;32.0;23.0;5.7;1.6;26.44;;0.666667;0.0
30440.0;14.8;32.6;23.0;6.5;1.3;26.7;;1.933333;15.6
30441.0;0.2;32.2;22.8;9.2;2.0;26.88;;1.366667;3.8
30442.0;0.8;33.4;23.2;7.8;2.2;26.64;;0.433333;14.8
30443.0;4.6;32.0;23.0;3.3;1.8;26.24;;1.7;0.2
30444.0;0.0;32.0;22.2;7.8;1.6;26.08;;1.933333;0.8
30445.0;4.2;32.0;23.0;7.2;1.7;26.72;;1.5;4.6
30446.0;1.4;32.0;22.2;7.4;2.0;25.68;;1.633333;0.0
30447.0;17.4;32.6;21.4;8.3;0.4;26.32;;1.8;4.2
30448.0;1.0;32.6;23.6;7.3;2.0;26.6;;1.633333;1.4
30449.0;34.0;32.0;23.2;9.3;1.3;26.52;;1.7;17.4
30450.0;1.0;32.0;24.0;7.1;1.8;26.72;;2.633333;1.0
30451.0;12.2;32.4;23.2;7.4;1.8;26.96;;1.766667;34.0
30452.0;1.0;31.4;23.2;7.3;1.4;26.52;;1.1;1.0
30453.0;32.8;32.0;23.0;6.6;1.2;26.72;;0.666667;12.2
30454.0;0.4;33.2;23.8;9.1;1.7;27.64;;1.0;1.0
30455.0;0.0;32.2;23.4;7.4;1.9;26.96;;1.733333;32.8
30456.0;1.4;32.6;23.0;9.5;1.9;26.96;;1.366667;0.4
30457.0;2.4;33.2;23.2;7.6;1.9;27.08;;1.833333;0.0
30458.0;5.0;32.8;23.0;9.3;1.4;26.84;;1.533333;1.4
30459.0;0.4;32.2;22.4;6.4;2.0;26.2;;0.533333;2.4
30460.0;5.4;32.2;22.2;8.2;1.4;26.2;;1.533333;5.0
30461.0;9.8;32.2;22.0;9.3;1.8;26.76;;1.333333;0.4
30462.0;0.0;32.8;22.2;9.1;2.2;26.56;;1.633333;5.4
30463.0;15.0;32.2;23.0;9.2;1.8;27.24;;2.433333;9.8
30464.0;0.0;32.4;23.0;7.7;2.4;26.56;;1.2;0.0
30465.0;10.2;32.0;21.8;9.8;1.6;26.16;;1.633333;15.0
30466.0;5.8;31.8;22.8;10.4;1.5;26.76;;2.2;0.0
30467.0;0.0;32.6;22.4;9.7;2.5;27.24;;1.6;10.2
30468.0;0.0;32.8;23.2;10.2;2.6;27.4;;2.433333;5.8
30469.0;0.0;32.8;23.0;9.3;2.5;26.76;;1.5;0.0
30470.0;0.0;33.2;22.4;8.3;2.1;26.36;;1.866667;0.0
30471.0;6.0;31.0;22.2;8.7;1.8;26.32;;0.7;0.0
30472.0;0.1;31.4;21.6;9.7;2.3;26.36;;1.533333;0.0
30473.0;4.6;32.2;22.0;10.0;2.4;26.54;;2.1;6.0
30474.0;0.0;32.8;22.0;10.1;2.4;27.04;;2.2;0.1
30475.0;0.0;33.8;22.4;9.6;2.7;27.52;;1.866667;4.6
30476.0;7.0;32.4;23.4;5.2;2.4;27.32;;1.366667;0.0
30477.0;1.0;32.0;23.0;9.1;0.6;26.52;;2.233333;0.0
30478.0;10.6;32.6;22.2;6.1;2.0;26.24;;1.1;7.0
30479.0;1.8;32.6;23.0;7.7;1.7;26.36;;1.9;1.0
30480.0;1.6;32.2;22.4;9.8;2.1;27.12;;1.6;10.6
30481.0;0.0;32.8;22.8;9.5;2.4;27.16;;1.733333;1.8
30482.0;6.8;32.0;23.2;3.7;2.0;26.28;;0.933333;1.6
30483.0;6.6;31.0;22.2;5.9;1.4;25.52;;1.533333;0.0
30484.0;10.4;32.0;22.0;8.1;1.3;26.2;;1.533333;6.8
30485.0;0.4;31.0;23.0;5.2;1.8;25.96;;1.766667;6.6
30486.0;0.2;32.4;22.4;9.2;2.0;26.0;;1.833333;10.4
30487.0;1.0;33.0;21.8;9.9;2.1;26.4;;2.733333;0.4
30488.0;0.2;32.2;24.2;8.9;2.6;26.68;;2.8;0.2
30489.0;0.0;31.0;22.0;6.8;2.2;25.52;;1.466667;1.0
30490.0;11.8;32.0;22.0;5.6;1.6;25.08;;1.066667;0.2
30491.0;4.8;32.0;21.0;9.2;1.7;25.68;;1.966667;0.0
30492.0;18.8;32.0;21.8;8.3;1.3;26.0;;1.2;11.8
30493.0;0.2;32.2;21.6;9.2;3.0;26.68;;2.2;4.8
30494.0;1.0;32.4;21.4;9.2;2.0;26.64;;1.566667;18.8
30495.0;25.0;32.0;21.2;6.9;2.0;25.76;;1.4;0.2
30496.0;0.0;32.0;22.0;7.8;1.7;25.8;;1.366667;1.0
30497.0;5.0;31.6;22.0;7.2;1.8;25.64;;2.233333;25.0
30498.0;0.0;32.4;21.2;9.2;2.0;26.64;;1.1;0.0
30499.0;0.0;32.6;20.4;7.6;2.5;25.52;;0.533333;5.0
30500.0;0.0;32.0;21.6;9.9;2.1;26.44;;1.533333;0.0
30501.0;0.0;32.4;23.0;8.2;2.4;26.56;;1.533333;0.0
30502.0;1.8;31.8;22.0;5.6;2.2;25.8;;0.533333;0.0
30503.0;9.4;31.8;22.4;9.6;1.4;26.16;;1.733333;0.0
30504.0;3.2;31.6;22.0;9.0;2.2;26.4;;2.466667;1.8
30505.0;0.2;31.4;21.4;8.4;2.4;25.76;;1.933333;9.4
30506.0;0.0;31.4;21.2;8.0;2.2;25.44;;1.2;3.2
30507.0;6.4;32.0;21.2;8.0;2.1;25.32;;1.566667;0.2
30508.0;7.4;32.4;20.6;8.6;1.5;25.12;;1.233333;0.0
30509.0;6.8;32.0;21.2;9.3;1.8;25.16;;0.533333;6.4
30510.0;8.8;32.0;22.0;7.8;1.8;25.4;;0.866667;7.4
30511.0;7.8;32.4;21.2;6.7;1.6;25.48;;1.5;6.8
30512.0;30.8;31.4;21.4;6.8;1.4;25.68;;1.933333;8.8
30513.0;0.0;31.0;22.6;7.6;1.7;26.2;;1.1;7.8
30514.0;0.8;32.0;21.6;8.7;1.9;26.0;;0.666667;30.8
30515.0;0.0;31.4;21.0;8.1;1.8;25.96;;1.666667;0.0
30516.0;0.2;31.8;21.4;9.1;2.0;25.72;;1.1;0.8
30517.0;11.6;32.0;20.8;8.9;1.7;25.84;;0.733333;0.0
30518.0;2.8;31.6;22.2;9.3;1.8;26.12;;2.6;0.2
30519.0;0.0;31.2;22.2;9.2;2.1;25.52;;1.533333;11.6
30520.0;14.2;31.4;22.0;9.1;1.1;25.28;;1.4;2.8
30521.0;11.6;32.2;21.6;8.5;1.8;25.76;;0.0;0.0
30522.0;1.8;31.4;20.6;8.3;1.5;25.24;;0.0;14.2
30523.0;13.2;31.4;22.0;9.1;1.2;24.92;;0.833333;11.6
30524.0;6.8;32.2;20.8;9.1;2.8;25.92;;1.333333;1.8
30525.0;0.0;31.4;22.0;9.8;2.0;26.52;;3.2;13.2
30526.0;0.0;32.0;22.2;9.8;2.5;26.6;;1.966667;6.8
30527.0;0.0;31.8;22.0;9.8;2.5;26.68;;3.066667;0.0
30528.0;0.0;31.2;21.4;7.3;2.8;26.0;;2.533333;0.0
30529.0;0.0;31.2;21.8;8.8;2.2;25.96;;0.0;0.0
30530.0;4.0;32.0;21.4;8.5;2.0;26.0;;1.533333;0.0
30531.0;0.0;31.8;22.6;6.0;2.0;26.0;;1.3;0.0
30532.0;0.0;32.0;21.4;7.7;1.5;26.44;;1.966667;4.0
30533.0;0.0;32.2;21.0;9.3;2.7;26.52;;2.033333;0.0
30534.0;0.0;31.2;21.2;7.9;2.9;24.96;;0.666667;0.0
30535.0;10.6;32.2;20.6;7.8;1.9;25.12;;0.0;0.0
30536.0;15.0;32.0;21.4;7.4;1.5;25.56;;0.966667;0.0
30537.0;0.3;31.8;21.0;9.3;1.5;26.28;;1.666667;10.6
30538.0;0.0;32.0;21.4;7.0;2.0;26.36;;0.666667;15.0
30539.0;4.6;31.8;22.6;7.7;1.5;26.52;;0.766667;0.3
30540.0;0.0;32.2;22.8;8.5;2.2;26.8;;1.233333;0.0
30541.0;0.0;32.0;22.0;8.4;2.1;26.78;;2.1;4.6
30542.0;0.2;32.0;21.4;9.9;2.1;26.44;;1.6;0.0
30543.0;0.0;32.4;22.4;8.2;2.6;25.8;;1.366667;0.0
30544.0;0.0;32.0;22.0;8.6;2.2;26.16;;1.933333;0.2
30545.0;0.0;32.2;22.0;7.4;2.0;26.48;;1.766667;0.0
30546.0;0.0;32.2;21.8;7.9;2.3;25.4;;0.833333;0.0
30547.0;18.0;32.0;21.3;7.8;1.5;25.92;;0.533333;0.0
30548.0;22.4;31.0;21.0;6.9;1.5;25.2;;0.7;0.0
30549.0;11.4;27.0;22.0;7.5;1.3;;;1.85;18.0
30550.0;0.2;32.2;21.4;6.8;1.6;25.4;;1.5;22.4
30551.0;11.2;31.8;22.2;8.8;1.6;26.32;;2.4;11.4
30552.0;0.0;31.8;21.2;7.8;2.4;26.32;;1.633333;0.2
