Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;Precipitation__1;MaxTemp__1;MinTemp__1;Insolation__1;Precipitation__2;MaxTemp__2;MinTemp__2;Insolation__2
33237.0;0.0;26.3;13.9;7.7;4.2;20.24;64.0;3.533333;0.1;24.4;14.3;10.9;8.1;28.3;17.9;0.0
33238.0;0.0;30.1;15.4;11.5;3.9;22.26;65.0;2.533333;0.0;26.3;13.9;7.7;0.1;24.4;14.3;10.9
33239.0;0.0;31.6;17.7;11.9;4.4;24.06;63.5;3.166667;0.0;30.1;15.4;11.5;0.0;26.3;13.9;7.7
33240.0;0.0;32.3;19.0;4.1;4.4;26.22;60.5;2.033333;0.0;31.6;17.7;11.9;0.0;30.1;15.4;11.5
33241.0;0.0;27.3;21.4;8.8;4.8;23.16;69.0;4.766667;0.0;32.3;19.0;4.1;0.0;31.6;17.7;11.9
33242.0;0.0;27.0;17.4;12.4;3.8;21.88;60.5;2.5;0.0;27.3;21.4;8.8;0.0;32.3;19.0;4.1
33243.0;0.0;27.9;17.4;12.2;5.0;22.28;62.25;7.3;0.0;27.0;17.4;12.4;0.0;27.3;21.4;8.8
33244.0;0.0;30.7;18.0;11.8;5.1;23.46;62.5;2.5;0.0;27.9;17.4;12.2;0.0;27.0;17.4;12.4
33245.0;0.0;32.8;18.1;11.3;4.9;24.58;65.5;2.266667;0.0;30.7;18.0;11.8;0.0;27.9;17.4;12.2
33246.0;0.0;34.5;20.3;12.3;4.7;25.8;65.75;1.633333;0.0;32.8;18.1;11.3;0.0;30.7;18.0;11.8
33247.0;0.0;36.3;20.5;10.0;4.7;27.28;63.5;2.433333;0.0;34.5;20.3;12.3;0.0;32.8;18.1;11.3
33248.0;13.5;30.4;21.4;4.3;4.7;24.12;80.75;2.666667;0.0;36.3;20.5;10.0;0.0;34.5;20.3;12.3
33249.0;0.0;27.6;19.4;11.9;2.5;22.92;68.75;3.833333;13.5;30.4;21.4;4.3;0.0;36.3;20.5;10.0
33250.0;0.0;26.8;17.9;8.5;3.6;22.12;60.5;5.133333;0.0;27.6;19.4;11.9;13.5;30.4;21.4;4.3
33251.0;1.3;28.0;19.2;3.7;3.6;22.92;74.75;1.466667;0.0;26.8;17.9;8.5;0.0;27.6;19.4;11.9
33252.0;0.0;31.9;19.8;10.2;2.5;24.88;65.0;1.466667;1.3;28.0;19.2;3.7;0.0;26.8;17.9;8.5
33253.0;0.0;31.3;19.4;11.8;3.8;25.42;63.25;2.1;0.0;31.9;19.8;10.2;1.3;28.0;19.2;3.7
33254.0;0.0;31.6;20.7;8.2;4.6;24.06;64.75;6.333333;0.0;31.3;19.4;11.8;0.0;31.9;19.8;10.2
33255.0;0.2;25.2;14.8;12.2;5.5;19.68;54.5;1.966667;0.0;31.6;20.7;8.2;0.0;31.3;19.4;11.8
33256.0;0.0;29.4;13.7;12.3;4.4;21.84;58.75;3.266667;0.2;25.2;14.8;12.2;0.0;31.6;20.7;8.2
33257.0;0.0;33.4;18.0;12.3;5.8;24.6;57.25;1.566667;0.0;29.4;13.7;12.3;0.2;25.2;14.8;12.2
33258.0;0.0;34.8;19.8;12.1;5.7;26.04;62.25;2.4;0.0;33.4;18.0;12.3;0.0;29.4;13.7;12.3
33259.0;0.0;37.8;21.5;5.7;5.4;26.78;76.5;2.066667;0.0;34.8;19.8;12.1;0.0;33.4;18.0;12.3
33260.0;18.3;28.5;21.3;9.9;4.7;23.48;70.25;3.733333;0.0;37.8;21.5;5.7;0.0;34.8;19.8;12.1
33261.0;0.0;30.5;17.6;11.4;3.7;23.42;62.0;3.033333;18.3;28.5;21.3;9.9;0.0;37.8;21.5;5.7
33262.0;0.0;29.4;18.0;8.2;4.9;22.8;63.75;9.466667;0.0;30.5;17.6;11.4;18.3;28.5;21.3;9.9
33263.0;5.2;24.2;16.7;0.1;5.7;19.86;72.75;7.433333;0.0;29.4;18.0;8.2;0.0;30.5;17.6;11.4
33264.0;7.3;26.0;17.4;7.3;3.1;20.96;72.0;4.5;5.2;24.2;16.7;0.1;0.0;29.4;18.0;8.2
33265.0;2.0;26.5;17.6;10.6;3.6;22.22;59.0;1.666667;7.3;26.0;17.4;7.3;5.2;24.2;16.7;0.1
33266.0;0.0;29.8;15.9;12.1;5.0;22.62;66.5;1.0;2.0;26.5;17.6;10.6;7.3;26.0;17.4;7.3
33267.0;0.0;32.8;19.6;9.8;4.3;25.74;69.75;4.9;0.0;29.8;15.9;12.1;2.0;26.5;17.6;10.6
33268.0;7.3;31.2;20.9;5.5;3.8;24.18;69.0;0.666667;0.0;32.8;19.6;9.8;0.0;29.8;15.9;12.1
33269.0;0.0;29.7;19.2;8.7;3.7;24.46;59.0;1.733333;7.3;31.2;20.9;5.5;0.0;32.8;19.6;9.8
33270.0;0.0;30.9;18.9;12.1;5.1;24.88;49.75;1.0;0.0;29.7;19.2;8.7;7.3;31.2;20.9;5.5
33271.0;0.0;33.5;17.8;12.0;4.9;25.14;54.0;0.8;0.0;30.9;18.9;12.1;0.0;29.7;19.2;8.7
33272.0;0.0;32.2;18.7;8.1;5.9;23.26;78.0;1.766667;0.0;33.5;17.8;12.0;0.0;30.9;18.9;12.1
33273.0;3.8;31.7;19.1;10.4;3.1;24.8;67.0;3.3;0.0;32.2;18.7;8.1;0.0;33.5;17.8;12.0
33274.0;0.0;32.3;20.8;10.3;4.3;25.7;71.25;2.933333;3.8;31.7;19.1;10.4;0.0;32.2;18.7;8.1
33275.0;0.0;29.2;20.9;10.4;3.8;24.64;68.25;5.3;0.0;32.3;20.8;10.3;3.8;31.7;19.1;10.4
33276.0;0.0;31.9;20.2;11.4;4.3;25.14;70.0;4.533333;0.0;29.2;20.9;10.4;0.0;32.3;20.8;10.3
33277.0;0.0;31.3;21.3;2.7;4.5;25.48;75.0;2.8;0.0;31.9;20.2;11.4;0.0;29.2;20.9;10.4
33278.0;0.0;31.0;21.9;2.8;2.5;25.64;75.0;0.933333;0.0;31.3;21.3;2.7;0.0;31.9;20.2;11.4
33279.0;0.0;33.8;21.3;11.1;2.9;26.9;65.25;1.4;0.0;31.0;21.9;2.8;0.0;31.3;21.3;2.7
33280.0;0.0;36.5;22.4;9.0;4.0;28.1;62.5;0.466667;0.0;33.8;21.3;11.1;0.0;31.0;21.9;2.8
33281.0;0.3;27.2;21.0;2.7;5.1;23.14;77.0;0.933333;0.0;36.5;22.4;9.0;0.0;33.8;21.3;11.1
33282.0;33.6;27.5;17.4;11.0;2.2;22.38;60.0;1.8;0.3;27.2;21.0;2.7;0.0;36.5;22.4;9.0
33283.0;0.5;25.3;16.6;9.0;4.5;19.8;50.0;3.233333;33.6;27.5;17.4;11.0;0.3;27.2;21.0;2.7
33284.0;0.0;25.5;13.1;11.0;4.2;19.6;53.5;1.033333;0.5;25.3;16.6;9.0;33.6;27.5;17.4;11.0
33285.0;0.0;28.5;12.9;11.0;4.3;21.08;53.5;1.266667;0.0;25.5;13.1;11.0;0.5;25.3;16.6;9.0
33286.0;0.0;31.4;14.4;11.0;4.3;22.8;54.25;1.2;0.0;28.5;12.9;11.0;0.0;25.5;13.1;11.0
33287.0;0.0;32.9;16.8;8.9;4.6;24.14;59.25;2.0;0.0;31.4;14.4;11.0;0.0;28.5;12.9;11.0
33288.0;0.0;30.6;18.7;10.6;4.2;23.5;63.25;2.366667;0.0;32.9;16.8;8.9;0.0;31.4;14.4;11.0
33289.0;0.0;32.3;16.5;10.6;4.2;24.46;64.5;1.366667;0.0;30.6;18.7;10.6;0.0;32.9;16.8;8.9
33290.0;0.0;34.1;19.6;10.3;4.6;25.82;63.75;2.7;0.0;32.3;16.5;10.6;0.0;30.6;18.7;10.6
33291.0;3.1;26.4;20.8;1.1;4.5;22.1;81.5;3.733333;0.0;34.1;19.6;10.3;0.0;32.3;16.5;10.6
33292.0;40.8;24.8;15.2;10.4;2.1;19.78;64.75;2.333333;3.1;26.4;20.8;1.1;0.0;34.1;19.6;10.3
33293.0;0.0;26.8;15.1;11.0;3.2;20.86;59.75;4.0;40.8;24.8;15.2;10.4;3.1;26.4;20.8;1.1
33294.0;0.0;33.6;14.2;10.9;4.3;23.44;62.75;0.766667;0.0;26.8;15.1;11.0;40.8;24.8;15.2;10.4
33295.0;0.0;35.6;18.2;10.9;0.0;26.1;55.5;0.666667;0.0;33.6;14.2;10.9;0.0;26.8;15.1;11.0
33296.0;0.0;36.3;20.4;10.9;4.8;27.68;57.5;0.333333;0.0;35.6;18.2;10.9;0.0;33.6;14.2;10.9
33297.0;0.0;35.8;21.4;6.9;5.2;26.12;71.25;0.666667;0.0;36.3;20.4;10.9;0.0;35.6;18.2;10.9
33298.0;26.2;33.2;21.4;9.9;3.5;26.68;68.75;1.333333;0.0;35.8;21.4;6.9;0.0;36.3;20.4;10.9
33299.0;0.0;31.5;22.7;5.3;3.6;25.84;79.75;1.066667;26.2;33.2;21.4;9.9;0.0;35.8;21.4;6.9
33300.0;0.3;30.5;22.8;1.7;2.2;25.96;80.5;0.433333;0.0;31.5;22.7;5.3;26.2;33.2;21.4;9.9
33301.0;0.0;28.6;21.5;8.9;1.5;23.98;72.0;4.1;0.3;30.5;22.8;1.7;0.0;31.5;22.7;5.3
33302.0;0.0;27.3;20.0;5.5;3.7;22.68;70.25;2.533333;0.0;28.6;21.5;8.9;0.3;30.5;22.8;1.7
33303.0;0.0;27.8;18.9;0.4;3.4;23.4;77.25;0.1;0.0;27.3;20.0;5.5;0.0;28.6;21.5;8.9
33304.0;0.0;35.4;19.5;9.0;1.9;27.14;60.75;1.033333;0.0;27.8;18.9;0.4;0.0;27.3;20.0;5.5
33305.0;0.0;37.6;21.4;10.6;5.2;28.72;56.75;1.2;0.0;35.4;19.5;9.0;0.0;27.8;18.9;0.4
33306.0;0.0;37.0;22.5;8.7;5.2;26.9;70.75;1.666667;0.0;37.6;21.4;10.6;0.0;35.4;19.5;9.0
33307.0;24.2;27.7;21.2;0.1;4.1;23.78;86.0;0.366667;0.0;37.0;22.5;8.7;0.0;37.6;21.4;10.6
33308.0;1.3;29.0;20.7;5.7;0.8;24.08;78.25;0.433333;24.2;27.7;21.2;0.1;0.0;37.0;22.5;8.7
33309.0;0.0;28.8;19.7;6.1;2.3;24.26;72.5;1.2;1.3;29.0;20.7;5.7;24.2;27.7;21.2;0.1
33310.0;0.0;29.3;20.2;8.5;2.7;24.3;72.25;4.966667;0.0;28.8;19.7;6.1;1.3;29.0;20.7;5.7
33311.0;3.3;28.5;20.2;6.7;2.9;23.54;76.75;3.266667;0.0;29.3;20.2;8.5;0.0;28.8;19.7;6.1
33312.0;0.0;29.2;18.9;10.3;3.0;23.58;69.5;5.466667;3.3;28.5;20.2;6.7;0.0;29.3;20.2;8.5
33313.0;0.0;30.7;19.1;10.4;3.7;24.28;64.75;3.3;0.0;29.2;18.9;10.3;3.3;28.5;20.2;6.7
33314.0;0.0;31.9;19.6;6.4;3.8;25.18;66.75;1.133333;0.0;30.7;19.1;10.4;0.0;29.2;18.9;10.3
33315.0;0.0;30.4;19.4;8.3;3.2;23.0;75.25;2.366667;0.0;31.9;19.6;6.4;0.0;30.7;19.1;10.4
33316.0;2.1;31.4;18.3;9.9;5.5;24.08;67.25;1.333333;0.0;30.4;19.4;8.3;0.0;31.9;19.6;6.4
33317.0;0.0;32.0;18.0;8.7;3.3;24.98;58.5;1.7;2.1;31.4;18.3;9.9;0.0;30.4;19.4;8.3
33318.0;0.0;31.6;21.6;9.0;4.0;24.84;72.75;2.7;0.0;32.0;18.0;8.7;2.1;31.4;18.3;9.9
33319.0;0.0;29.6;18.7;9.7;3.0;23.14;68.25;4.233333;0.0;31.6;21.6;9.0;0.0;32.0;18.0;8.7
33320.0;0.0;32.1;16.7;10.6;3.9;23.44;63.0;0.866667;0.0;29.6;18.7;9.7;0.0;31.6;21.6;9.0
33321.0;0.0;34.0;16.4;10.2;3.9;24.64;54.75;0.666667;0.0;32.1;16.7;10.6;0.0;29.6;18.7;9.7
33322.0;0.0;31.5;17.6;7.2;4.4;23.42;65.5;2.566667;0.0;34.0;16.4;10.2;0.0;32.1;16.7;10.6
33323.0;4.0;24.3;17.8;8.3;3.8;19.86;60.25;4.0;0.0;31.5;17.6;7.2;0.0;34.0;16.4;10.2
33324.0;0.0;25.6;14.2;8.3;4.8;19.8;63.0;1.7;4.0;24.3;17.8;8.3;0.0;31.5;17.6;7.2
33325.0;0.0;27.7;14.9;9.7;3.8;20.88;62.75;2.433333;0.0;25.6;14.2;8.3;4.0;24.3;17.8;8.3
33326.0;0.0;29.8;16.0;10.3;4.6;22.48;63.5;1.0;0.0;27.7;14.9;9.7;0.0;25.6;14.2;8.3
33327.0;0.0;32.0;18.0;10.4;4.2;24.44;66.75;0.5;0.0;29.8;16.0;10.3;0.0;27.7;14.9;9.7
33328.0;0.0;31.2;19.8;5.9;3.9;24.16;70.75;0.666667;0.0;32.0;18.0;10.4;0.0;29.8;16.0;10.3
33329.0;12.0;24.7;19.4;5.0;2.9;21.18;69.5;1.833333;0.0;31.2;19.8;5.9;0.0;32.0;18.0;10.4
33330.0;0.0;27.7;14.4;9.7;2.8;20.74;66.25;1.7;12.0;24.7;19.4;5.0;0.0;31.2;19.8;5.9
33331.0;0.0;31.1;16.3;9.5;3.4;22.76;71.25;4.2;0.0;27.7;14.4;9.7;12.0;24.7;19.4;5.0
33332.0;0.0;22.4;17.0;8.7;4.3;18.68;61.25;4.233333;0.0;31.1;16.3;9.5;0.0;27.7;14.4;9.7
33333.0;0.0;24.4;11.9;8.3;3.7;17.78;65.25;1.4;0.0;22.4;17.0;8.7;0.0;31.1;16.3;9.5
33334.0;0.0;29.1;12.6;7.9;3.6;20.88;64.25;1.533333;0.0;24.4;11.9;8.3;0.0;22.4;17.0;8.7
33335.0;6.4;26.9;18.6;1.6;4.2;22.38;76.5;0.9;0.0;29.1;12.6;7.9;0.0;24.4;11.9;8.3
33336.0;0.9;27.4;19.3;7.3;1.6;21.32;72.0;1.0;6.4;26.9;18.6;1.6;0.0;29.1;12.6;7.9
33337.0;0.0;31.0;17.2;9.4;2.4;22.88;72.0;1.833333;0.9;27.4;19.3;7.3;6.4;26.9;18.6;1.6
33338.0;0.0;27.7;20.2;0.1;3.0;23.24;75.0;0.8;0.0;31.0;17.2;9.4;0.9;27.4;19.3;7.3
33339.0;0.0;29.0;20.4;4.0;2.0;23.86;81.75;3.2;0.0;27.7;20.2;0.1;0.0;31.0;17.2;9.4
33340.0;0.0;30.4;20.4;6.5;1.9;24.12;75.5;0.866667;0.0;29.0;20.4;4.0;0.0;27.7;20.2;0.1
33341.0;4.5;26.0;22.0;0.0;2.3;22.84;88.25;1.2;0.0;30.4;20.4;6.5;0.0;29.0;20.4;4.0
33342.0;8.2;31.5;20.0;5.5;0.6;24.78;79.5;0.833333;4.5;26.0;22.0;0.0;0.0;30.4;20.4;6.5
33343.0;0.5;33.7;20.4;0.1;2.5;24.5;73.5;0.266667;8.2;31.5;20.0;5.5;4.5;26.0;22.0;0.0
33344.0;37.0;30.4;20.2;12.8;2.5;23.18;83.0;5.033333;0.5;33.7;20.4;0.1;8.2;31.5;20.0;5.5
33345.0;19.8;22.8;19.7;0.0;1.7;20.66;95.75;1.466667;37.0;30.4;20.2;12.8;0.5;33.7;20.4;0.1
33346.0;93.0;20.5;13.8;1.0;0.8;15.58;68.25;0.0;19.8;22.8;19.7;0.0;37.0;30.4;20.2;12.8
33347.0;0.0;17.7;8.6;9.8;2.3;12.18;65.25;2.266667;93.0;20.5;13.8;1.0;19.8;22.8;19.7;0.0
33348.0;0.0;21.8;6.9;9.3;2.4;14.1;70.5;1.3;0.0;17.7;8.6;9.8;93.0;20.5;13.8;1.0
33349.0;0.0;25.1;10.2;8.7;2.1;17.36;74.5;0.866667;0.0;21.8;6.9;9.3;0.0;17.7;8.6;9.8
33350.0;0.0;28.7;13.6;8.4;1.7;21.04;68.75;0.1;0.0;25.1;10.2;8.7;0.0;21.8;6.9;9.3
33351.0;0.2;21.6;18.2;0.0;3.0;19.0;90.75;1.7;0.0;28.7;13.6;8.4;0.0;25.1;10.2;8.7
33352.0;16.2;18.6;17.0;0.0;0.5;17.54;95.25;1.566667;0.2;21.6;18.2;0.0;0.0;28.7;13.6;8.4
33353.0;10.4;24.9;15.1;5.6;0.2;20.16;77.0;0.2;16.2;18.6;17.0;0.0;0.2;21.6;18.2;0.0
33354.0;0.0;24.6;15.1;3.4;1.8;19.62;86.0;0.0;10.4;24.9;15.1;5.6;16.2;18.6;17.0;0.0
33355.0;0.0;24.4;18.2;5.6;1.0;20.28;85.0;0.033333;0.0;24.6;15.1;3.4;10.4;24.9;15.1;5.6
33356.0;1.2;25.7;18.8;2.3;1.0;21.06;87.25;0.1;0.0;24.4;18.2;5.6;0.0;24.6;15.1;3.4
33357.0;0.0;26.7;18.4;5.3;1.0;21.08;84.25;0.633333;1.2;25.7;18.8;2.3;0.0;24.4;18.2;5.6
33358.0;0.0;28.0;16.8;8.5;1.5;21.66;76.5;0.966667;0.0;26.7;18.4;5.3;1.2;25.7;18.8;2.3
33359.0;0.0;28.5;16.5;6.5;1.9;21.96;70.0;0.533333;0.0;28.0;16.8;8.5;0.0;26.7;18.4;5.3
33360.0;0.0;28.8;16.4;8.4;2.6;22.46;66.75;1.2;0.0;28.5;16.5;6.5;0.0;28.0;16.8;8.5
33361.0;0.0;30.2;17.4;8.2;3.0;22.58;68.5;0.666667;0.0;28.8;16.4;8.4;0.0;28.5;16.5;6.5
33362.0;0.7;21.5;19.2;0.0;2.7;19.82;94.75;1.2;0.0;30.2;17.4;8.2;0.0;28.8;16.4;8.4
33363.0;13.1;21.2;14.3;0.1;0.4;15.92;67.25;4.966667;0.7;21.5;19.2;0.0;0.0;30.2;17.4;8.2
33364.0;0.1;20.3;10.5;8.4;2.6;14.36;76.25;6.0;13.1;21.2;14.3;0.1;0.7;21.5;19.2;0.0
33365.0;0.0;20.2;12.0;1.3;1.7;16.16;71.5;3.066667;0.1;20.3;10.5;8.4;13.1;21.2;14.3;0.1
33366.0;0.0;22.2;13.7;6.1;1.8;15.76;82.75;1.7;0.0;20.2;12.0;1.3;0.1;20.3;10.5;8.4
33367.0;0.0;22.4;11.8;6.4;1.2;15.72;86.5;0.666667;0.0;22.2;13.7;6.1;0.0;20.2;12.0;1.3
33368.0;0.0;22.1;10.3;7.5;1.3;14.78;76.5;0.2;0.0;22.4;11.8;6.4;0.0;22.2;13.7;6.1
33369.0;0.0;21.3;8.7;8.3;2.0;14.48;78.25;2.566667;0.0;22.1;10.3;7.5;0.0;22.4;11.8;6.4
33370.0;0.0;24.0;11.7;4.9;1.0;16.84;74.25;0.866667;0.0;21.3;8.7;8.3;0.0;22.1;10.3;7.5
33371.0;0.0;21.7;15.7;0.0;2.6;18.56;82.5;2.433333;0.0;24.0;11.7;4.9;0.0;21.3;8.7;8.3
33372.0;1.6;23.1;17.3;2.0;1.0;19.14;86.0;1.066667;0.0;21.7;15.7;0.0;0.0;24.0;11.7;4.9
33373.0;0.0;21.2;15.8;2.9;1.1;17.58;82.25;4.066667;1.6;23.1;17.3;2.0;0.0;21.7;15.7;0.0
33374.0;1.8;21.1;16.0;0.7;1.4;17.28;88.0;0.2;0.0;21.2;15.8;2.9;1.6;23.1;17.3;2.0
33375.0;0.2;24.2;13.0;5.4;0.5;17.52;83.0;2.233333;1.8;21.1;16.0;0.7;0.0;21.2;15.8;2.9
33376.0;0.0;27.2;14.0;8.2;1.5;20.54;75.75;2.566667;0.2;24.2;13.0;5.4;1.8;21.1;16.0;0.7
33377.0;0.0;29.6;17.7;7.5;2.3;22.92;73.75;1.533333;0.0;27.2;14.0;8.2;0.2;24.2;13.0;5.4
33378.0;0.0;29.7;16.7;8.6;2.7;22.38;70.75;0.0;0.0;29.6;17.7;7.5;0.0;27.2;14.0;8.2
33379.0;0.0;29.3;17.4;8.4;2.5;22.6;71.0;1.333333;0.0;29.7;16.7;8.6;0.0;29.6;17.7;7.5
33380.0;8.5;24.8;18.2;0.0;3.0;19.86;87.5;4.3;0.0;29.3;17.4;8.4;0.0;29.7;16.7;8.6
33381.0;6.9;20.8;14.6;7.3;1.0;16.18;77.75;2.933333;8.5;24.8;18.2;0.0;0.0;29.3;17.4;8.4
33382.0;0.0;24.0;9.8;8.3;1.5;16.14;76.0;0.866667;6.9;20.8;14.6;7.3;8.5;24.8;18.2;0.0
33383.0;0.0;21.8;14.6;5.3;2.0;16.98;80.0;4.3;0.0;24.0;9.8;8.3;6.9;20.8;14.6;7.3
33384.0;0.0;27.8;15.2;3.5;1.5;21.24;72.75;0.333333;0.0;21.8;14.6;5.3;0.0;24.0;9.8;8.3
33385.0;0.0;31.9;18.2;7.1;2.4;24.84;57.25;1.7;0.0;27.8;15.2;3.5;0.0;21.8;14.6;5.3
33386.0;0.0;32.7;22.6;7.9;4.6;27.0;53.5;7.2;0.0;31.9;18.2;7.1;0.0;27.8;15.2;3.5
33387.0;0.0;31.5;21.4;5.1;5.0;25.44;65.0;0.333333;0.0;32.7;22.6;7.9;0.0;31.9;18.2;7.1
33388.0;0.0;30.7;20.7;8.3;3.5;23.58;67.25;1.7;0.0;31.5;21.4;5.1;0.0;32.7;22.6;7.9
33389.0;0.0;28.7;18.1;8.1;2.7;21.24;72.5;1.566667;0.0;30.7;20.7;8.3;0.0;31.5;21.4;5.1
33390.0;0.0;27.8;15.4;8.5;2.5;19.62;68.25;0.8;0.0;28.7;18.1;8.1;0.0;30.7;20.7;8.3
33391.0;0.0;30.0;14.4;8.6;2.6;21.32;61.5;1.7;0.0;27.8;15.4;8.5;0.0;28.7;18.1;8.1
33392.0;0.0;29.8;16.3;4.7;3.7;21.6;61.75;0.1;0.0;30.0;14.4;8.6;0.0;27.8;15.4;8.5
33393.0;2.3;19.0;16.8;0.0;3.2;17.44;95.0;0.7;0.0;29.8;16.3;4.7;0.0;30.0;14.4;8.6
33394.0;27.2;21.1;17.3;0.0;0.0;18.94;97.0;0.266667;2.3;19.0;16.8;0.0;0.0;29.8;16.3;4.7
33395.0;14.4;19.0;12.5;0.7;1.0;14.1;68.5;7.0;27.2;21.1;17.3;0.0;2.3;19.0;16.8;0.0
33396.0;0.0;15.1;9.3;2.4;1.8;11.96;81.75;4.8;14.4;19.0;12.5;0.7;27.2;21.1;17.3;0.0
33397.0;0.0;15.5;10.0;4.3;1.2;12.12;71.25;5.166667;0.0;15.1;9.3;2.4;14.4;19.0;12.5;0.7
33398.0;0.0;18.3;9.0;4.5;2.0;13.02;89.5;2.6;0.0;15.5;10.0;4.3;0.0;15.1;9.3;2.4
33399.0;0.0;22.2;8.8;7.9;0.6;14.58;75.5;1.533333;0.0;18.3;9.0;4.5;0.0;15.5;10.0;4.3
33400.0;0.0;23.4;11.2;6.3;2.4;16.28;82.0;0.0;0.0;22.2;8.8;7.9;0.0;18.3;9.0;4.5
33401.0;0.0;19.1;13.3;0.0;1.2;15.92;86.25;1.666667;0.0;23.4;11.2;6.3;0.0;22.2;8.8;7.9
33402.0;0.0;18.6;14.4;0.2;0.8;16.02;80.25;4.466667;0.0;19.1;13.3;0.0;0.0;23.4;11.2;6.3
33403.0;0.0;17.5;13.2;0.0;1.0;16.06;95.0;1.066667;0.0;18.6;14.4;0.2;0.0;19.1;13.3;0.0
33404.0;17.0;23.4;15.5;2.7;0.5;18.02;92.25;2.6;0.0;17.5;13.2;0.0;0.0;18.6;14.4;0.2
33405.0;0.0;20.0;16.4;0.0;0.7;17.76;92.5;3.466667;17.0;23.4;15.5;2.7;0.0;17.5;13.2;0.0
33406.0;4.8;20.0;15.8;0.0;0.7;16.94;91.0;1.0;0.0;20.0;16.4;0.0;17.0;23.4;15.5;2.7
33407.0;0.0;27.2;15.0;5.6;0.4;21.74;66.75;1.2;4.8;20.0;15.8;0.0;0.0;20.0;16.4;0.0
33408.0;11.8;24.4;14.3;5.5;2.9;16.68;77.25;4.966667;0.0;27.2;15.0;5.6;4.8;20.0;15.8;0.0
33409.0;1.9;15.3;10.4;0.0;2.4;12.74;85.75;0.2;11.8;24.4;14.3;5.5;0.0;27.2;15.0;5.6
33410.0;0.0;17.2;10.3;7.3;1.0;12.06;79.25;0.733333;1.9;15.3;10.4;0.0;11.8;24.4;14.3;5.5
33411.0;0.0;14.2;8.0;0.0;1.0;10.98;85.25;1.9;0.0;17.2;10.3;7.3;1.9;15.3;10.4;0.0
33412.0;0.0;15.6;6.1;7.0;1.1;9.38;80.0;0.533333;0.0;14.2;8.0;0.0;0.0;17.2;10.3;7.3
33413.0;0.0;16.8;4.3;5.8;1.0;9.7;77.25;1.4;0.0;15.6;6.1;7.0;0.0;14.2;8.0;0.0
33414.0;0.0;20.8;5.9;7.1;1.4;12.68;81.5;0.2;0.0;16.8;4.3;5.8;0.0;15.6;6.1;7.0
33415.0;0.0;21.8;10.2;2.1;1.4;16.34;87.25;4.166667;0.0;20.8;5.9;7.1;0.0;16.8;4.3;5.8
33416.0;2.7;27.4;15.5;0.8;1.2;19.7;85.0;2.233333;0.0;21.8;10.2;2.1;0.0;20.8;5.9;7.1
33417.0;15.3;16.8;9.4;0.0;1.4;11.6;86.75;5.033333;2.7;27.4;15.5;0.8;0.0;21.8;10.2;2.1
33418.0;6.0;15.0;6.8;7.8;1.0;10.8;67.25;6.166667;15.3;16.8;9.4;0.0;2.7;27.4;15.5;0.8
33419.0;0.0;17.3;5.5;8.1;1.5;10.48;80.75;0.833333;6.0;15.0;6.8;7.8;15.3;16.8;9.4;0.0
33420.0;0.0;19.3;5.2;8.0;1.5;10.86;78.75;0.533333;0.0;17.3;5.5;8.1;6.0;15.0;6.8;7.8
33421.0;0.0;20.2;6.5;7.6;1.4;12.38;82.0;1.366667;0.0;19.3;5.2;8.0;0.0;17.3;5.5;8.1
33422.0;0.0;14.8;10.0;0.6;1.9;11.4;75.5;2.8;0.0;20.2;6.5;7.6;0.0;19.3;5.2;8.0
33423.0;0.0;12.3;7.4;0.0;1.9;9.74;72.25;1.2;0.0;14.8;10.0;0.6;0.0;20.2;6.5;7.6
33424.0;0.0;16.2;7.3;2.6;1.1;11.74;85.25;3.466667;0.0;12.3;7.4;0.0;0.0;14.8;10.0;0.6
33425.0;1.2;17.8;9.3;1.9;0.6;13.52;90.75;0.0;0.0;16.2;7.3;2.6;0.0;12.3;7.4;0.0
33426.0;0.3;16.5;9.2;4.2;0.5;11.9;85.5;0.533333;1.2;17.8;9.3;1.9;0.0;16.2;7.3;2.6
33427.0;0.0;18.1;10.9;2.4;0.5;14.6;88.5;1.2;0.3;16.5;9.2;4.2;1.2;17.8;9.3;1.9
33428.0;0.1;26.5;13.5;4.2;0.5;20.0;71.5;0.5;0.0;18.1;10.9;2.4;0.3;16.5;9.2;4.2
33429.0;25.1;17.0;11.2;0.0;2.2;13.48;92.25;4.133333;0.1;26.5;13.5;4.2;0.0;18.1;10.9;2.4
33430.0;9.7;12.8;7.9;7.9;1.2;9.4;69.25;5.5;25.1;17.0;11.2;0.0;0.1;26.5;13.5;4.2
33431.0;0.0;12.4;6.7;2.4;1.5;8.98;70.75;3.666667;9.7;12.8;7.9;7.9;25.1;17.0;11.2;0.0
33432.0;0.0;10.2;3.3;8.4;1.5;6.2;67.75;4.833333;0.0;12.4;6.7;2.4;9.7;12.8;7.9;7.9
33433.0;0.0;11.4;0.9;7.7;1.4;5.16;74.0;0.2;0.0;10.2;3.3;8.4;0.0;12.4;6.7;2.4
33434.0;0.0;15.1;0.6;8.5;1.4;7.82;78.25;3.633333;0.0;11.4;0.9;7.7;0.0;10.2;3.3;8.4
33435.0;0.0;16.5;6.0;0.3;1.4;11.68;82.5;0.333333;0.0;15.1;0.6;8.5;0.0;11.4;0.9;7.7
